X,Y,OBJECTID,Reported_Date,Occurrence_Category,Occurrence_Group,Occurrence_Type_Group,Intersection,Reported_Day,Reported_Month,Reported_Year,Date_Reported
-113.5988013,53.55452291,1,2022/09/06 12:00:00+00,Disorder,General Disorder,Suspicious Vehicle,109A AV/161 ST,6,9,2022,06-09-2022
-113.5815427,53.54326555,2,2022/09/06 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,102 AV/151 ST,6,9,2022,06-09-2022
-113.6835269,53.52362213,3,2022/09/06 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,89A AV/210 ST,6,9,2022,06-09-2022
-113.4271419,53.53834064,4,2022/09/06 12:00:00+00,Non-Violent,Property,Break and Enter Residential,98 AV/98 AV,6,9,2022,06-09-2022
-113.6205648,53.54136975,5,2022/09/06 12:00:00+00,Non-Violent,Property,Theft Under $5000,STONY PLAIN RD/175 ST,6,9,2022,06-09-2022
-113.5644083,53.4539669,6,2022/09/06 12:00:00+00,Non-Violent,Property,Theft Under $5000,23 AV/RABBIT HILL RD,6,9,2022,06-09-2022
-113.5084272,53.54301702,7,2022/09/06 12:00:00+00,Violent,Personal Violence,Assault,102 AV/109 ST,6,9,2022,06-09-2022
-113.5213187,53.54093996,8,2022/09/06 12:00:00+00,Non-Violent,Property,Fraud General,JASPER AV/116 ST,6,9,2022,06-09-2022
-113.5208588,53.52005445,9,2022/09/06 12:00:00+00,Disorder,General Disorder,Trouble with Person,112 ST/83 AV,6,9,2022,06-09-2022
-113.492006,53.58225362,10,2022/09/06 12:00:00+00,Non-Violent,Property,Theft Under $5000,97 ST/125A AV,6,9,2022,06-09-2022
-113.4491518,53.57197298,11,2022/09/06 12:00:00+00,Violent,Personal Violence,Assault,119 AV/70 ST,6,9,2022,06-09-2022
-113.5176455,53.54301504,12,2022/09/06 12:00:00+00,Non-Violent,Property,Break and Enter Residential,102 AV/114 ST,6,9,2022,06-09-2022
-113.5245201,53.52801581,13,2022/09/06 12:00:00+00,Non-Violent,Property,Theft Over $5000,NOT NAMED RD/NOT NAMED RD,6,9,2022,06-09-2022
-113.5696812,53.62320916,14,2022/09/06 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,142 ST/162 AV,6,9,2022,06-09-2022
-113.5903642,53.51950318,15,2022/09/06 12:00:00+00,Non-Violent,Property,Theft Under $5000,156 ST/87 AV,6,9,2022,06-09-2022
-113.4418659,53.63539848,16,2022/09/06 12:00:00+00,Non-Violent,Property,Theft Under $5000,65A ST/174 AV,6,9,2022,06-09-2022
-113.4360563,53.58762784,17,2022/09/06 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,129 AV/BELVEDERE TC,6,9,2022,06-09-2022
-113.4123609,53.45194088,18,2022/09/06 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,20 AV/46 ST,6,9,2022,06-09-2022
-113.3543547,53.63097542,19,2022/09/06 12:00:00+00,Disorder,General Disorder,Trouble with Person,LODGEPOLE PL/JUNIPER ST,6,9,2022,06-09-2022
-113.4922692,53.5421524,20,2022/09/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,100A ST/101A AV,5,9,2022,05-09-2022
-113.5212961,53.54461439,21,2022/09/05 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,103 AV/116 ST,5,9,2022,05-09-2022
-113.5790562,53.48990189,22,2022/09/05 12:00:00+00,Non-Violent,Property,Fire Arson,52 AV/52 AV,5,9,2022,05-09-2022
-113.3849401,53.59727241,23,2022/09/05 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,135 AV/137 AV,5,9,2022,05-09-2022
-113.3931369,53.60781844,24,2022/09/05 12:00:00+00,Disorder,General Disorder,Trouble with Person,34 ST/145 AV,5,9,2022,05-09-2022
-113.4305916,53.59907768,25,2022/09/05 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,137 AV/58 ST,5,9,2022,05-09-2022
-113.6406874,53.5185996,26,2022/09/05 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,184 ST/85 AV,5,9,2022,05-09-2022
-113.4886441,53.56104839,27,2022/09/05 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,112 AV/95A ST,5,9,2022,05-09-2022
-113.4948968,53.48554648,28,2022/09/05 12:00:00+00,Non-Violent,Property,Fraud - Financial,48 AV/CALGARY TR,5,9,2022,05-09-2022
-113.4571311,53.58697374,29,2022/09/05 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,128A AV/76 ST,5,9,2022,05-09-2022
-113.5261581,53.5122462,30,2022/09/05 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,76 AV/76 AV,5,9,2022,05-09-2022
-113.4955667,53.54397686,31,2022/09/05 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,102 ST/POST RD,5,9,2022,05-09-2022
-113.5885671,53.53153401,32,2022/09/05 12:00:00+00,Violent,Personal Violence,Assault,155 ST/95 AV,5,9,2022,05-09-2022
-113.4397084,53.58763389,33,2022/09/05 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,129 AV/64 ST,5,9,2022,05-09-2022
-113.5341482,53.57030559,34,2022/09/04 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,118 AV/123 ST,4,9,2022,04-09-2022
-113.523143,53.54302405,35,2022/09/04 12:00:00+00,Violent,Personal Violence,Assault,117 ST/102 AV,4,9,2022,04-09-2022
-113.4091755,53.57035956,36,2022/09/04 12:00:00+00,Violent,Personal Violence,Assault,118 AV/44 ST,4,9,2022,04-09-2022
-113.5832975,53.54326736,37,2022/09/04 12:00:00+00,Disorder,General Disorder,Trouble with Person,102 AV/152 ST,4,9,2022,04-09-2022
-113.4590969,53.43104812,38,2022/09/04 12:00:00+00,Disorder,General Disorder,Trouble with Person,3 AV SW/3 AV SW,4,9,2022,04-09-2022
-113.4663084,53.59218089,39,2022/09/04 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,132 AV/132 AV,4,9,2022,04-09-2022
-113.4726335,53.57354834,40,2022/09/04 12:00:00+00,Disorder,General Disorder,Trouble with Person,120 AV/86 ST,4,9,2022,04-09-2022
-113.4841893,53.56580269,41,2022/09/04 12:00:00+00,Disorder,General Disorder,Trouble with Person,115 AV/93 ST,4,9,2022,04-09-2022
-113.466119,53.54120761,42,2022/09/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,99 AV/88 ST,4,9,2022,04-09-2022
-113.3836637,53.60254558,43,2022/09/04 12:00:00+00,Disorder,General Disorder,Trouble with Person,139 AV/27 ST,4,9,2022,04-09-2022
-113.5010833,53.5446056,44,2022/09/04 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,103 AV/105 ST,4,9,2022,04-09-2022
-113.4791619,53.42117291,45,2022/09/04 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,95 ST SW/PARSONS RD SW,4,9,2022,04-09-2022
-113.4943664,53.51423469,46,2022/09/04 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,78 AV/GATEWAY BV,4,9,2022,04-09-2022
-113.5011909,53.54981913,47,2022/09/04 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,105 ST/106 AV,4,9,2022,04-09-2022
-113.5657653,53.55889432,48,2022/09/04 12:00:00+00,Violent,Personal Violence,Assault,142 ST/111 AV,4,9,2022,04-09-2022
-113.4870061,53.56004569,49,2022/09/04 12:00:00+00,Violent,Personal Violence,Assault,111 AV/95 ST,4,9,2022,04-09-2022
-113.6301116,53.52375954,50,2022/09/04 12:00:00+00,Violent,Personal Violence,Assault,178 ST/89 AV,4,9,2022,04-09-2022
-113.53952,53.58496493,51,2022/09/04 12:00:00+00,Disorder,General Disorder,Trouble with Person,126 ST/127 AV,4,9,2022,04-09-2022
-113.501079,53.53883593,52,2022/09/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,100 AV/105 ST,4,9,2022,04-09-2022
-113.4976208,53.51807427,53,2022/09/04 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,104 ST/82 AV,4,9,2022,04-09-2022
-113.5903282,53.54129276,54,2022/09/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,156 ST/STONY PLAIN RD,4,9,2022,04-09-2022
-113.4770892,53.55135671,55,2022/09/04 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,105A AV/92 ST,4,9,2022,04-09-2022
-113.49744,53.53564707,56,2022/09/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,98 AV/103 ST,4,9,2022,04-09-2022
-113.4418659,53.63539848,57,2022/09/04 12:00:00+00,Disorder,General Disorder,Trouble with Person,174 AV/65A ST,4,9,2022,04-09-2022
-113.5520779,53.55895877,58,2022/09/04 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,111 AV/GROAT RD,4,9,2022,04-09-2022
-113.5678439,53.39977122,59,2022/09/04 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,CARTMELL CT SW/CHAPPELLE RD SW,4,9,2022,04-09-2022
-113.590878,53.42841272,60,2022/09/04 12:00:00+00,Non-Violent,Property,Possession Stolen Property,ALLAN DR SW/ANDREWS GT SW,4,9,2022,04-09-2022
-113.4994142,53.55669448,61,2022/09/04 12:00:00+00,Drugs,Drug Violations,Drugs,KINGSWAY /KINGSWAY ,4,9,2022,04-09-2022
-113.4922692,53.5421524,62,2022/09/03 12:00:00+00,Non-Violent,Property,Theft Under $5000,100A ST/101A AV,3,9,2022,03-09-2022
-113.4948968,53.48554648,63,2022/09/03 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,48 AV/CALGARY TR,3,9,2022,03-09-2022
-113.5011064,53.56423425,64,2022/09/03 12:00:00+00,Disorder,General Disorder,Trouble with Person,105 ST/114 AV,3,9,2022,03-09-2022
-113.5763932,53.55585422,65,2022/09/03 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,148 ST/109 AV,3,9,2022,03-09-2022
-113.5341501,53.55890773,66,2022/09/03 12:00:00+00,Disorder,General Disorder,Trespassing,123 ST/111 AV,3,9,2022,03-09-2022
-113.4937118,53.57000118,67,2022/09/03 12:00:00+00,Non-Violent,Property,Theft Under $5000,101 ST/118 AV,3,9,2022,03-09-2022
-113.5130536,53.46359392,68,2022/09/03 12:00:00+00,Non-Violent,Property,Internet Fraud,110 ST/32 AV,3,9,2022,03-09-2022
-113.381248,53.60219367,69,2022/09/03 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,25 ST/139 AV,3,9,2022,03-09-2022
-113.5868236,53.54641139,70,2022/09/03 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,154 ST/104 AV,3,9,2022,03-09-2022
-113.4332154,53.44740676,71,2022/09/03 12:00:00+00,Non-Violent,Property,Theft Under $5000,17A AV/65 ST,3,9,2022,03-09-2022
-113.5120458,53.51810038,72,2022/09/03 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,109 ST/82 AV,3,9,2022,03-09-2022
-113.5804844,53.46288508,73,2022/09/03 12:00:00+00,Non-Violent,Property,Internet Fraud,112A ST/CARTER CREST RD,3,9,2022,03-09-2022
-113.4426881,53.45059302,74,2022/09/03 12:00:00+00,Disorder,General Disorder,Suspicious Person,72 ST/KNOTTWOOD RD,3,9,2022,03-09-2022
-113.5780126,53.57355066,75,2022/09/03 12:00:00+00,Violent,Personal Violence,Assault,121A AV/149 ST,3,9,2022,03-09-2022
-113.5010718,53.54301053,76,2022/09/03 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,102 AV/105 ST,3,9,2022,03-09-2022
-113.4396625,53.59936495,77,2022/09/03 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,137 AV/64 ST,3,9,2022,03-09-2022
-113.4358646,53.53270106,78,2022/09/03 12:00:00+00,Non-Violent,Property,Internet Fraud,94B AV/OTTEWELL RD,3,9,2022,03-09-2022
-113.5341422,53.48231901,79,2022/09/03 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,115 ST/117A ST,3,9,2022,03-09-2022
-113.6205648,53.54136975,80,2022/09/03 12:00:00+00,Non-Violent,Property,Theft Under $5000,STONY PLAIN RD/175 ST,3,9,2022,03-09-2022
-113.6353695,53.53894787,81,2022/09/03 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,182 ST/182 ST,3,9,2022,03-09-2022
-113.5399729,53.54048242,82,2022/09/03 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,104 AV/GROAT RD,3,9,2022,03-09-2022
-113.5034598,53.52312199,83,2022/09/03 12:00:00+00,Violent,Personal Violence,Assault,106 ST/SASKATCHEWAN DR,3,9,2022,03-09-2022
-113.4476297,53.60269032,84,2022/09/03 12:00:00+00,Non-Violent,Property,Fraud General,140 AV/69 ST,3,9,2022,03-09-2022
-113.5254786,53.52474671,85,2022/09/03 12:00:00+00,Non-Violent,Property,Theft Under $5000,89 AV/114 ST,3,9,2022,03-09-2022
-113.5202794,53.39666853,86,2022/09/03 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,AUXIER CT SW/AUXIER CT SW,3,9,2022,03-09-2022
-113.4323324,53.46238389,87,2022/09/03 12:00:00+00,Disorder,General Disorder,Trouble with Person,31 AV/YOUVILLE DR,3,9,2022,03-09-2022
-113.411692,53.59470344,88,2022/09/03 12:00:00+00,Violent,Personal Violence,Assault,134 AV/47 ST,3,9,2022,03-09-2022
-113.552033,53.5552835,89,2022/09/03 12:00:00+00,Violent,Personal Violence,Assault,109A AV/133 ST,3,9,2022,03-09-2022
-113.5034702,53.4815745,90,2022/09/03 12:00:00+00,Violent,Personal Violence,Assault,106 ST/WHITEMUD DR,3,9,2022,03-09-2022
-113.5042972,53.4252122,91,2022/09/02 12:00:00+00,Non-Violent,Property,Break and Enter Residential,107 ST SW/BUTCHART DR,2,9,2022,02-09-2022
-113.5009674,53.55120071,92,2022/09/02 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,105 ST/106 ST,2,9,2022,02-09-2022
-113.4974096,53.54301262,93,2022/09/02 12:00:00+00,Non-Violent,Property,Theft Over $5000,103 ST/102 AV,2,9,2022,02-09-2022
-113.47619,53.57039152,94,2022/09/02 12:00:00+00,Non-Violent,Property,Possession Stolen Property,118 AV/88 ST,2,9,2022,02-09-2022
-113.5047622,53.53883845,95,2022/09/02 12:00:00+00,Non-Violent,Property,Theft Under $5000,100 AV/107 ST,2,9,2022,02-09-2022
-113.5194619,53.54094229,96,2022/09/02 12:00:00+00,Non-Violent,Property,Theft Under $5000,115 ST/JASPER AV,2,9,2022,02-09-2022
-113.4570491,53.60162623,97,2022/09/02 12:00:00+00,Non-Violent,Property,Fraud - Financial,139 AV/75 ST,2,9,2022,02-09-2022
-113.5227507,53.6193102,98,2022/09/02 12:00:00+00,Disorder,General Disorder,Suspicious Person,116 ST/157 AV,2,9,2022,02-09-2022
-113.5004585,53.51613419,99,2022/09/02 12:00:00+00,Violent,Personal Violence,Assault,105 ST/80 AV,2,9,2022,02-09-2022
-113.4912931,53.51806322,100,2022/09/02 12:00:00+00,Violent,Personal Violence,Robbery Personal,101 ST/82 AV,2,9,2022,02-09-2022
-113.482848,53.46583175,101,2022/09/02 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,33 AV/108 ST,2,9,2022,02-09-2022
-113.4421152,53.56381584,102,2022/09/02 12:00:00+00,Non-Violent,Property,Break and Enter Residential,68 ST/112 AV,2,9,2022,02-09-2022
-113.4871647,53.56425849,103,2022/09/02 12:00:00+00,Disorder,General Disorder,Trouble with Person,95 ST/114 AV,2,9,2022,02-09-2022
-113.5600474,53.60812129,104,2022/09/02 12:00:00+00,Non-Violent,Property,Break and Enter Residential,139 ST/146 AV,2,9,2022,02-09-2022
-113.6271784,53.53104461,105,2022/09/02 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,176 ST/96 AV,2,9,2022,02-09-2022
-113.3016073,53.57367834,106,2022/09/02 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,28 ST/120 AV,2,9,2022,02-09-2022
-113.4060816,53.57353017,107,2022/09/02 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,120 AV/42 ST,2,9,2022,02-09-2022
-113.4946265,53.5161255,108,2022/09/02 12:00:00+00,Non-Violent,Property,Theft Under $5000,80 AV/GATEWAY BV,2,9,2022,02-09-2022
-113.5228353,53.40467449,109,2022/09/02 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,CUNNINGHAM DR SW/CUNNINGHAM DR SW,2,9,2022,02-09-2022
-113.450883,53.42497714,110,2022/09/02 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,75 ST SW/ELLERSLIE RD SW,2,9,2022,02-09-2022
-113.5164835,53.48773734,111,2022/09/02 12:00:00+00,Non-Violent,Property,Theft Under $5000,111 ST/111 ST,2,9,2022,02-09-2022
-113.5088881,53.56393388,112,2022/09/02 12:00:00+00,Non-Violent,Property,Theft Under $5000,PRINCESS ELIZABETH AV/PRINCESS ELIZABETH AV,2,9,2022,02-09-2022
-113.6649104,53.50581047,113,2022/09/02 12:00:00+00,Non-Violent,Property,Theft Under $5000,199 ST/GUARDIAN RD,2,9,2022,02-09-2022
-113.4268087,53.53612391,114,2022/09/02 12:00:00+00,Disorder,General Disorder,Trouble with Person,62 ST/AUSTIN OBRIEN RD,2,9,2022,02-09-2022
-113.5411947,53.64711932,115,2022/09/02 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,127 ST/185 AV,2,9,2022,02-09-2022
-113.4924179,53.54545569,116,2022/09/02 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,100A ST/103 AV,2,9,2022,02-09-2022
-113.413276,53.5974322,117,2022/09/02 12:00:00+00,Non-Violent,Property,Fraud - Financial,137 AV/50 ST,2,9,2022,02-09-2022
-113.3842352,53.44290227,118,2022/09/02 12:00:00+00,Non-Violent,Property,Fraud General,16 AV/29 ST,2,9,2022,02-09-2022
-113.4919108,53.54989667,119,2022/09/02 12:00:00+00,Violent,Personal Violence,Assault,100 ST/106 AV,2,9,2022,02-09-2022
-113.7007179,53.55445256,120,2022/09/02 12:00:00+00,Non-Violent,Property,Fraud General,WEST STRAIT PL/WEST WOOD GT,2,9,2022,02-09-2022
-113.3995217,53.6133103,121,2022/09/02 12:00:00+00,Non-Violent,Property,Theft Under $5000,EBBERS BV/EBBERS BV,2,9,2022,02-09-2022
-113.5009957,53.54777471,122,2022/09/02 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,105 AV/105 ST,2,9,2022,02-09-2022
-113.5349369,53.59948949,123,2022/09/02 12:00:00+00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,2,9,2022,02-09-2022
-113.3851481,53.46880433,124,2022/09/02 12:00:00+00,Non-Violent,Property,Internet Fraud,29 ST/36 AV,2,9,2022,02-09-2022
-113.4825306,53.54466722,125,2022/09/02 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,102 AV/96 ST,2,9,2022,02-09-2022
-113.5003273,53.48895124,126,2022/09/02 12:00:00+00,Non-Violent,Property,Theft Under $5000,105 ST/52 AV,2,9,2022,02-09-2022
-113.5358973,53.55889405,127,2022/09/01 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,111 AV/124 ST,1,9,2022,01-09-2022
-113.5102751,53.54981248,128,2022/09/01 12:00:00+00,Violent,Personal Violence,Assault,106 AV/110 ST,1,9,2022,01-09-2022
-113.4625385,53.57039261,129,2022/09/01 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,118 AV/79 ST,1,9,2022,01-09-2022
-113.5359272,53.56079175,130,2022/09/01 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,124 ST/124 ST,1,9,2022,01-09-2022
-113.5887488,53.55595708,131,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,110 AV/155 ST,1,9,2022,01-09-2022
-113.4701597,53.46489,132,2022/09/01 12:00:00+00,Non-Violent,Property,Possession Stolen Property,34 AV/92 ST,1,9,2022,01-09-2022
-113.5026003,53.5044253,133,2022/09/01 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,105A ST/68 AV,1,9,2022,01-09-2022
-113.4640329,53.56888565,134,2022/09/01 12:00:00+00,Non-Violent,Property,Fire Arson,117 AV/80 ST,1,9,2022,01-09-2022
-113.5004635,53.5180798,135,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,105 ST/82 AV,1,9,2022,01-09-2022
-113.4730878,53.52288162,136,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,87 AV/95 ST,1,9,2022,01-09-2022
-113.6110649,53.52613774,137,2022/09/01 12:00:00+00,Disorder,General Disorder,Suspicious Person,167 ST/91 AV,1,9,2022,01-09-2022
-113.5368903,53.62453313,138,2022/09/01 12:00:00+00,Non-Violent,Property,Fire Arson,DUNLUCE RD/WARWICK RD,1,9,2022,01-09-2022
-113.5166053,53.50847213,139,2022/09/01 12:00:00+00,Non-Violent,Property,Break and Enter Residential,111 ST/72 AV,1,9,2022,01-09-2022
-113.4891642,53.54455513,140,2022/09/01 12:00:00+00,Violent,Personal Violence,Robbery Personal,102A AV/99 ST,1,9,2022,01-09-2022
-113.5692668,53.53893115,141,2022/09/01 12:00:00+00,Non-Violent,Property,Break and Enter Residential,144 ST/SUMMIT DR,1,9,2022,01-09-2022
-113.482693,53.57315348,142,2022/09/01 12:00:00+00,Non-Violent,Property,Break and Enter Residential,120 AV/92 ST,1,9,2022,01-09-2022
-113.602689,53.53183296,143,2022/09/01 12:00:00+00,Disorder,General Disorder,Trouble with Person,163 ST/95 AV,1,9,2022,01-09-2022
-113.6088196,53.5219289,144,2022/09/01 12:00:00+00,Disorder,General Disorder,Trouble with Person,165 ST/87B AV,1,9,2022,01-09-2022
-113.4509442,53.54633158,145,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,104 AV/80 ST,1,9,2022,01-09-2022
-113.4200255,53.60990344,146,2022/09/01 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,147 AV/52 ST,1,9,2022,01-09-2022
-113.5267816,53.59122987,147,2022/09/01 12:00:00+00,Disorder,General Disorder,Suspicious Vehicle,131 AV/119 ST,1,9,2022,01-09-2022
-113.5726832,53.55888149,148,2022/09/01 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,146 ST/111 AV,1,9,2022,01-09-2022
-113.4286992,53.45879449,149,2022/09/01 12:00:00+00,Disorder,General Disorder,Trouble with Person,HEWES WY/YOUVILLE DR,1,9,2022,01-09-2022
-113.4142254,53.59697471,150,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,137 AV/137 AV,1,9,2022,01-09-2022
-113.4688004,53.56275094,151,2022/09/01 12:00:00+00,Disorder,General Disorder,Trouble with Person,83 ST/113 AV,1,9,2022,01-09-2022
-113.5255568,53.52290601,152,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,114 ST/87 AV,1,9,2022,01-09-2022
-113.5065827,53.54622729,153,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,104 AV/108 ST,1,9,2022,01-09-2022
-113.5258164,53.51224651,154,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,114 ST/76 AV,1,9,2022,01-09-2022
-113.495557,53.54459292,155,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,103 AV/102 ST,1,9,2022,01-09-2022
-113.4937285,53.54093724,156,2022/09/01 12:00:00+00,Disorder,General Disorder,Trouble with Person,101 ST/JASPER AV,1,9,2022,01-09-2022
-113.3765094,53.48104533,157,2022/09/01 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,44 AV/44 AV,1,9,2022,01-09-2022
-113.4955623,53.54777046,158,2022/09/01 12:00:00+00,Violent,Personal Violence,Assault,102 ST/105 AV,1,9,2022,01-09-2022
-113.4413136,53.58763578,159,2022/09/01 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,65 ST/129 AV,1,9,2022,01-09-2022
-113.4937201,53.5453799,160,2022/09/01 12:00:00+00,Violent,Personal Violence,Assault,101 ST/103 AV,1,9,2022,01-09-2022
-113.540747,53.4872279,161,2022/09/01 12:00:00+00,Disorder,General Disorder,Trouble with Person,MACEWAN DR/MACEWAN DR,1,9,2022,01-09-2022
-113.4258908,53.42745121,162,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,54 ST SW/6 AV SW,1,9,2022,01-09-2022
-113.6915106,53.53071527,163,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,94A AV/94A AV,1,9,2022,01-09-2022
-113.4751397,53.55038381,164,2022/09/01 12:00:00+00,Non-Violent,Property,Break and Enter Residential,101A AV/91 ST,1,9,2022,01-09-2022
-113.5196567,53.5655925,165,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,1,9,2022,01-09-2022
-113.5349369,53.59948949,166,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,1,9,2022,01-09-2022
-113.3686255,53.48102266,167,2022/09/01 12:00:00+00,Non-Violent,Property,Theft Under $5000,17 ST/17 ST,1,9,2022,01-09-2022
-113.4937166,53.56730898,168,2022/08/31 12:00:00+00,Disorder,General Disorder,Trouble with Person,101 ST/116 AV,31,8,2022,31-08-2022
-113.4802489,53.54787687,169,2022/08/31 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,103A AV/95 ST,31,8,2022,31-08-2022
-113.4955579,53.54617406,170,2022/08/31 12:00:00+00,Non-Violent,Property,Fraud - Financial,102 ST/104 AV,31,8,2022,31-08-2022
-113.5707964,53.56602283,171,2022/08/31 12:00:00+00,Disorder,General Disorder,Trouble with Person,115A AV/145 ST,31,8,2022,31-08-2022
-113.3998914,53.6022499,172,2022/08/31 12:00:00+00,Non-Violent,Property,Theft Under $5000,139 AV/37 ST,31,8,2022,31-08-2022
-113.5920711,53.53748955,173,2022/08/31 12:00:00+00,Non-Violent,Property,Theft Under $5000,157 ST/99 AV,31,8,2022,31-08-2022
-113.6457582,53.51976113,174,2022/08/31 12:00:00+00,Violent,Personal Violence,Assault,187 ST/86 AV,31,8,2022,31-08-2022
-113.5269066,53.50862849,175,2022/08/31 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,114A ST/72 AV,31,8,2022,31-08-2022
-113.4566845,53.56393529,176,2022/08/31 12:00:00+00,Non-Violent,Property,Theft Under $5000,BORDEN PARK RD/BORDEN PARK RD,31,8,2022,31-08-2022
-113.4690894,53.58914272,177,2022/08/31 12:00:00+00,Non-Violent,Property,Fraud Personal,130 AV/83 ST,31,8,2022,31-08-2022
-113.4904317,53.57948075,178,2022/08/31 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,124 AV/96 ST,31,8,2022,31-08-2022
-113.5110717,53.49814176,179,2022/08/31 12:00:00+00,Non-Violent,Property,Possession Stolen Property,61 AV/61 AV,31,8,2022,31-08-2022
-113.5445287,53.57825685,180,2022/08/31 12:00:00+00,Disorder,General Disorder,Trouble with Person,123 AV/129 ST,31,8,2022,31-08-2022
-113.4245826,53.57353259,181,2022/08/31 12:00:00+00,Disorder,General Disorder,Trouble with Person,120 AV/54 ST,31,8,2022,31-08-2022
-113.3849022,53.61599264,182,2022/08/31 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,153 AV/30 ST,31,8,2022,31-08-2022
