X,Y,OBJECTID,Reported_Date,Occurrence_Category,Occurrence_Group,Occurrence_Type_Group,Intersection,Reported_Day,Reported_Month,Reported_Year,Date_Reported
-113.501191623,53.5514102930001,1,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,107 AV/105 ST,24,8,2022,2022/08/24
-113.513598631,53.587448781,2,2022/08/24 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,129 AV/112 ST,24,8,2022,2022/08/24
-113.535917496,53.570303983,3,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,118 AV/124 ST,24,8,2022,2022/08/24
-113.550613928,53.6016092510001,4,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,133 ST/140 AV,24,8,2022,2022/08/24
-113.382803781,53.6138307000001,5,2022/08/24 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,151 AV/KIRKNESS RD,24,8,2022,2022/08/24
-113.600976374,53.5433018860001,6,2022/08/24 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,102 AV/162 ST,24,8,2022,2022/08/24
-113.449208563,53.58608308,7,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,128 AV/70 ST,24,8,2022,2022/08/24
-113.486130028,53.5180553420001,8,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,82 AV/99 ST,24,8,2022,2022/08/24
-113.477083268,53.5421644310001,9,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,100A AV/95 ST,24,8,2022,2022/08/24
-113.501258426,53.480830165,10,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,100 AV/WHITEMUD DR,24,8,2022,2022/08/24
-113.541086908,53.628378447,11,2022/08/24 12:00:00+00,Disorder,General Disorder,Trouble with Person,127 ST/127 ST,24,8,2022,2022/08/24
-113.539521921,53.5992117750001,12,2022/08/24 12:00:00+00,Disorder,General Disorder,Trouble with Person,127 ST/137 AV,24,8,2022,2022/08/24
-113.528664135,53.543017337,13,2022/08/24 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,102 AV/120 ST,24,8,2022,2022/08/24
-113.519294691,53.477219028,14,2022/08/24 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,111B ST/111B ST,24,8,2022,2022/08/24
-113.483506181,53.6121364950001,15,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,151 AV/93 ST,24,8,2022,2022/08/24
-113.532093265,53.4411463870001,16,2022/08/24 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,110A ST/TWIN BROOKS CO,24,8,2022,2022/08/24
-113.508426034,53.5462261340001,17,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Over $5000,104 AV/109 ST,24,8,2022,2022/08/24
-113.447591799,53.589187263,18,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,130 AV/69 ST,24,8,2022,2022/08/24
-113.627291575,53.5704341090001,19,2022/08/24 12:00:00+00,Non-Violent,Property,Internet Fraud,118 AV/178 ST,24,8,2022,2022/08/24
-113.526480139,53.568487142,20,2022/08/24 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,AIRPORT RD/119 ST,24,8,2022,2022/08/24
-113.585545282,53.58048146,21,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,YELLOWHEAD TR/YELLOWHEAD TR,24,8,2022,2022/08/24
-113.495561672,53.5395607130001,22,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,102 ST/MACDONALD DR,24,8,2022,2022/08/24
-113.487229299,53.57038942,23,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,118 AV/95 ST,24,8,2022,2022/08/24
-113.42609708,53.4220380940001,24,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,14 AV SW/53 ST SW,24,8,2022,2022/08/24
-113.525503912,53.5208057740001,25,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,114 ST/NOT NAMED RD,24,8,2022,2022/08/24
-113.519656723,53.5655924980001,26,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,24,8,2022,2022/08/24
-113.610342426,53.5443499020001,27,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,102A AV/167 ST,24,8,2022,2022/08/24
-113.499414234,53.556694475,28,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,KINGSWAY /KINGSWAY ,24,8,2022,2022/08/24
-113.50396212,53.5589199500001,29,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,111 AV/KINGSWAY ,24,8,2022,2022/08/24
-113.498827783,53.4831936140001,30,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,104A ST/104A ST,24,8,2022,2022/08/24
-113.375287834,53.487757097,31,2022/08/24 12:00:00+00,Disorder,General Disorder,Trouble with Person,51 AV/51 AV,24,8,2022,2022/08/24
-113.512028956,53.5075225740001,32,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,109 ST/71 AV,23,8,2022,2022/08/23
-113.423067444,53.570489052,33,2022/08/23 12:00:00+00,Disorder,General Disorder,Trouble with Person,118 AV/53 ST,23,8,2022,2022/08/23
-113.444614207,53.569908109,34,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,116 AV/67 ST,23,8,2022,2022/08/23
-113.41684695,53.5766985270001,35,2022/08/23 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,122 AV/49 ST,23,8,2022,2022/08/23
-113.590364203,53.519503177,36,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,156 ST/87 AV,23,8,2022,2022/08/23
-113.633208001,53.555948136,37,2022/08/23 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,109 AV/181 ST,23,8,2022,2022/08/23
-113.404206404,53.6000290950001,38,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,139 AV/40 ST,23,8,2022,2022/08/23
-113.442600263,53.430840419,39,2022/08/23 12:00:00+00,Disorder,General Disorder,Suspicious Person,66 ST SW/2 AV SW,23,8,2022,2022/08/23
-113.467256335,53.5869641310001,40,2022/08/23 12:00:00+00,Disorder,General Disorder,Trouble with Person,128A AV/82 ST,23,8,2022,2022/08/23
-113.534861965,53.5202015140001,41,2022/08/23 12:00:00+00,Non-Violent,Property,Break and Enter Residential,118 ST/84 AV,23,8,2022,2022/08/23
-113.476194586,53.5782922480001,42,2022/08/23 12:00:00+00,Disorder,General Disorder,Suspicious Person,88 ST/123 AV,23,8,2022,2022/08/23
-113.449439494,53.4631674500001,43,2022/08/23 12:00:00+00,Violent,Personal Violence,Assault,32 AV/75 ST,23,8,2022,2022/08/23
-113.506309709,53.5190872840001,44,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,107 ST/83 AV,23,8,2022,2022/08/23
-113.458161642,53.5580297330001,45,2022/08/23 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,111 AV/77 ST,23,8,2022,2022/08/23
-113.521931648,53.624266333,46,2022/08/23 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,114A ST/162A AV,23,8,2022,2022/08/23
-113.427802946,53.4639816100001,47,2022/08/23 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,58 ST/YOUVILLE DR,23,8,2022,2022/08/23
-113.676897781,53.512171745,48,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,GUARDIAN RD/WHITEMUD DR,23,8,2022,2022/08/23
-113.532900567,53.5176761560001,49,2022/08/23 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,117 ST/UNIVERSITY AV,23,8,2022,2022/08/23
-113.49168741,53.614619884,50,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,153 AV/97 ST,23,8,2022,2022/08/23
-113.551453402,53.56323674,51,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,114 AV/GROAT RD,23,8,2022,2022/08/23
-113.63011158,53.523759544,52,2022/08/23 12:00:00+00,Disorder,General Disorder,Trespassing,178 ST/89 AV,23,8,2022,2022/08/23
-113.525576262,53.523361091,53,2022/08/23 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,114 ST/NOT NAMED RD,23,8,2022,2022/08/23
-113.521318683,53.540939957,54,2022/08/23 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,JASPER AV/116 ST,23,8,2022,2022/08/23
-113.618517096,53.4278038730001,55,2022/08/23 12:00:00+00,Non-Violent,Property,Fraud - Financial,173 ST SW/173 ST SW,23,8,2022,2022/08/23
-113.495660548,53.4665074960001,56,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,CALGARY TR/NOT NAMED RD,23,8,2022,2022/08/23
-113.492007874,53.5410459240001,57,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,100A ST/JASPER AV,23,8,2022,2022/08/23
-113.461390978,53.410947977,58,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,24 AV SW/82 ST SW,23,8,2022,2022/08/23
-113.519656723,53.5655924980001,59,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,23,8,2022,2022/08/23
-113.519656723,53.5655924980001,60,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,23,8,2022,2022/08/23
-113.368625525,53.4810226560001,61,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,17 ST/17 ST,23,8,2022,2022/08/23
-113.630966199,53.5025085030001,62,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,178 ST/178 ST,23,8,2022,2022/08/23
-113.418172046,53.4918825070001,63,2022/08/23 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,50 ST/55 AV,23,8,2022,2022/08/23
-113.49922471,53.5498231710001,64,2022/08/23 12:00:00+00,Non-Violent,Property,Break and Enter Residential,104 ST/106 AV,23,8,2022,2022/08/23
-113.487184283,53.546477225,65,2022/08/23 12:00:00+00,Disorder,General Disorder,Suspicious Person,103A AV/97 ST,23,8,2022,2022/08/23
-113.524976634,53.546214413,66,2022/08/22 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,118 ST/104 AV,22,8,2022,2022/08/22
-113.508531855,53.5387918010001,67,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,100 AV/109 ST,22,8,2022,2022/08/22
-113.487229299,53.57038942,68,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,118 AV/95 ST,22,8,2022,2022/08/22
-113.393713264,53.5703764740001,69,2022/08/22 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,118 AV/34 ST,22,8,2022,2022/08/22
-113.421459172,53.5901131200001,70,2022/08/22 12:00:00+00,Disorder,General Disorder,Trouble with Person,130 AV/52 ST,22,8,2022,2022/08/22
-113.442927503,53.5835170670001,71,2022/08/22 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,126 AV/66 ST,22,8,2022,2022/08/22
-113.466039783,53.5028734310001,72,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,66 AV/88 ST,22,8,2022,2022/08/22
-113.482846935,53.510434392,73,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,74 AV/98 ST,22,8,2022,2022/08/22
-113.405864744,53.5123774150001,74,2022/08/22 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,42 ST/76 AV,22,8,2022,2022/08/22
-113.470860313,53.5719574230001,75,2022/08/22 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,119 AV/85 ST,22,8,2022,2022/08/22
-113.48423985,53.576624672,76,2022/08/22 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,122 AV/93 ST,22,8,2022,2022/08/22
-113.403373629,53.588715758,77,2022/08/22 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,133 AV/HARROW CI,22,8,2022,2022/08/22
-113.493727973,53.539570747,78,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,101 ST/BELLAMY HL,22,8,2022,2022/08/22
-113.516920192,53.4487820960001,79,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,111 ST/SADDLEBACK RD,22,8,2022,2022/08/22
-113.450779687,53.587625609,80,2022/08/22 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,129 AV/71 ST,22,8,2022,2022/08/22
-113.501085099,53.578295854,81,2022/08/22 12:00:00+00,Non-Violent,Property,Possession Stolen Property,105 ST/123 AV,22,8,2022,2022/08/22
-113.537668944,53.543019907,82,2022/08/22 12:00:00+00,Non-Violent,Property,Break and Enter Residential,102 AV/125 ST,22,8,2022,2022/08/22
-113.58326976,53.54128546,83,2022/08/22 12:00:00+00,Non-Violent,Property,Possession Stolen Property,152 ST/STONY PLAIN RD,22,8,2022,2022/08/22
-113.468811593,53.567349596,84,2022/08/22 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint Firearm,116 AV/83 ST,22,8,2022,2022/08/22
-113.620564774,53.541369752,85,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,STONY PLAIN RD/175 ST,22,8,2022,2022/08/22
-113.493721393,53.5461432660001,86,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,103A AV/101 ST,22,8,2022,2022/08/22
-113.515999836,53.614236792,87,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,153 AV/153 AV,22,8,2022,2022/08/22
-113.63011158,53.523759544,88,2022/08/22 12:00:00+00,Non-Violent,Property,Fraud General,178 ST/89 AV,22,8,2022,2022/08/22
-113.515805295,53.5599015120001,89,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,111A AV/113 ST,22,8,2022,2022/08/22
-113.49489684,53.485546479,90,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,48 AV/CALGARY TR,22,8,2022,2022/08/22
-113.616883016,53.5412978740001,91,2022/08/22 12:00:00+00,Disorder,General Disorder,Suspicious Person,171 ST/STONY PLAIN RD,22,8,2022,2022/08/22
-113.534133085,53.629470268,92,2022/08/22 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,122A ST/167A AV,22,8,2022,2022/08/22
-113.479642539,53.561080658,93,2022/08/22 12:00:00+00,Disorder,General Disorder,Trouble with Person,111 AV/112 AV,22,8,2022,2022/08/22
-113.441866332,53.4701597060001,94,2022/08/22 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,36A AV/LEE RIDGE RD,22,8,2022,2022/08/22
-113.556994451,53.630185667,95,2022/08/22 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,ALBANY PL/ALBANY PL,22,8,2022,2022/08/22
-113.555608299,53.627785148,96,2022/08/22 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,135 ST/166 AV,22,8,2022,2022/08/22
-113.534936942,53.599489492,97,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,22,8,2022,2022/08/22
-113.534936942,53.599489492,98,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,22,8,2022,2022/08/22
-113.434526948,53.4539798710001,99,2022/08/22 12:00:00+00,Violent,Personal Violence,Robbery Personal,66 ST/23 AV,22,8,2022,2022/08/22
-113.495564855,53.551398598,100,2022/08/21 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,102 ST/107 AV,21,8,2022,2022/08/21
-113.530404426,53.5849572550001,101,2022/08/21 12:00:00+00,Disorder,General Disorder,Suspicious Vehicle,121 ST/127 AV,21,8,2022,2022/08/21
-113.428060552,53.5958326090001,102,2022/08/21 12:00:00+00,Disorder,General Disorder,Trouble with Person,134A AV/56 ST,21,8,2022,2022/08/21
-113.36981336,53.607521429,103,2022/08/21 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,19 ST/145A AV,21,8,2022,2022/08/21
-113.396370001,53.569465044,104,2022/08/21 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,117 AV/36 ST,21,8,2022,2022/08/21
-113.441690188,53.611017152,105,2022/08/21 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,150 AV/65 ST,21,8,2022,2022/08/21
-113.444014886,53.613636716,106,2022/08/21 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,152A AV/67 ST,21,8,2022,2022/08/21
-113.50045847,53.5161341890001,107,2022/08/21 12:00:00+00,Disorder,General Disorder,Trouble with Person,105 ST/80 AV,21,8,2022,2022/08/21
-113.517827425,53.516163222,108,2022/08/21 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,111 ST/80 AV,21,8,2022,2022/08/21
-113.486130028,53.5180553420001,109,2022/08/21 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,82 AV/99 ST,21,8,2022,2022/08/21
-113.479725348,53.5180450570001,110,2022/08/21 12:00:00+00,Non-Violent,Property,Theft Over $5000,82 AV/97 ST,21,8,2022,2022/08/21
-113.488719019,53.5688595350001,111,2022/08/21 12:00:00+00,Non-Violent,Property,Theft Under $5000,117 AV/95A ST,21,8,2022,2022/08/21
-113.487070915,53.6110534160001,112,2022/08/21 12:00:00+00,Non-Violent,Property,Break and Enter Residential,150 AV/95 ST,21,8,2022,2022/08/21
-113.413070248,53.4462672820001,113,2022/08/21 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,17 AV/48 ST,21,8,2022,2022/08/21
-113.532487589,53.522951398,114,2022/08/21 12:00:00+00,Non-Violent,Property,Theft Over $5000,117 ST/87 AV,21,8,2022,2022/08/21
-113.50115957,53.4745718610001,115,2022/08/21 12:00:00+00,Non-Violent,Property,Theft Under $5000,105 ST/39 AV,21,8,2022,2022/08/21
-113.503015939,53.5588528150001,116,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,111 AV/106 ST,24,8,2022,2022/08/24
-113.541058292,53.599970388,117,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,127 ST/137 AV,24,8,2022,2022/08/24
-113.585052103,53.5249319480001,118,2022/08/24 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,153 ST/91 AV,24,8,2022,2022/08/24
-113.598260004,53.517873863,119,2022/08/24 12:00:00+00,Non-Violent,Property,Break and Enter Residential,160 ST/180 ST,24,8,2022,2022/08/24
-113.419321694,53.6268795120001,120,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,165 AV/55 ST,24,8,2022,2022/08/24
-113.573221533,53.593749937,121,2022/08/24 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,134 AV/146 ST,24,8,2022,2022/08/24
-113.413488377,53.597495474,122,2022/08/24 12:00:00+00,Disorder,General Disorder,Trouble with Person,50 ST/50 ST,24,8,2022,2022/08/24
-113.418315027,53.5935035690001,123,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,50A ST/HABITAT CR,24,8,2022,2022/08/24
-113.464393485,53.518147845,124,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,82 AV/89 ST,24,8,2022,2022/08/24
-113.500463454,53.5180797950001,125,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,105 ST/82 AV,24,8,2022,2022/08/24
-113.406233684,53.519437349,126,2022/08/24 12:00:00+00,Disorder,General Disorder,Trespassing,42 ST/84 AV,24,8,2022,2022/08/24
-113.479738667,53.571979324,127,2022/08/24 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,119 AV/90 ST,24,8,2022,2022/08/24
-113.4861045,53.488577864,128,2022/08/24 12:00:00+00,Drugs,Drug Violations,Drugs,51 AV/99 ST,24,8,2022,2022/08/24
-113.440065901,53.50976258,129,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,72 ST/ARGYLL RD,24,8,2022,2022/08/24
-113.472663489,53.553773074,130,2022/08/24 12:00:00+00,Disorder,General Disorder,Trouble with Person,87 ST/JASPER AV,24,8,2022,2022/08/24
-113.610342426,53.5443499020001,131,2022/08/24 12:00:00+00,Non-Violent,Property,Fraud General,102A AV/167 ST,24,8,2022,2022/08/24
-113.530409359,53.592157108,132,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,121 ST/132 AV,24,8,2022,2022/08/24
-113.467309414,53.5703906620001,133,2022/08/24 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,118 AV/82 ST,24,8,2022,2022/08/24
-113.490196369,53.5673234860001,134,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,116 AV/96 ST,24,8,2022,2022/08/24
-113.520916393,53.4786683120001,135,2022/08/24 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,43 AV/NOT NAMED RD,24,8,2022,2022/08/24
-113.512047629,53.52098949,136,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,109 ST/85 AV,24,8,2022,2022/08/24
-113.498493574,53.502531446,137,2022/08/24 12:00:00+00,Disorder,General Disorder,Suspicious Person,105A ST/66 AV,24,8,2022,2022/08/24
-113.413353733,53.445007129,138,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,48 ST/MILL WOODS RD,24,8,2022,2022/08/24
-113.519461907,53.540942285,139,2022/08/24 12:00:00+00,Violent,Personal Violence,Robbery Personal,115 ST/JASPER AV,24,8,2022,2022/08/24
-113.472663489,53.553773074,140,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,87 ST/JASPER AV,24,8,2022,2022/08/24
-113.468410078,53.5437106210001,141,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,101 AV/89 ST,24,8,2022,2022/08/24
-113.493720139,53.5453799030001,142,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,101 ST/103 AV,24,8,2022,2022/08/24
-113.59749777,53.4304708010001,143,2022/08/24 12:00:00+00,Non-Violent,Property,Break and Enter Residential,AINSLIE LK SW/ALLAN WY SW,24,8,2022,2022/08/24
-113.43667074,53.598407804,144,2022/08/24 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,136 AV/62 ST,24,8,2022,2022/08/24
-113.64000242,53.5704402490001,145,2022/08/24 12:00:00+00,Disorder,General Disorder,Trouble with Person,118A AV/YELLOWHEAD TR,24,8,2022,2022/08/24
-113.434526948,53.4539798710001,146,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,66 ST/23 AV,24,8,2022,2022/08/24
-113.491761035,53.5488009600001,147,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,100 ST/105A AV,24,8,2022,2022/08/24
-113.509353882,53.5152008580001,148,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,108 ST/79 AV,24,8,2022,2022/08/24
-113.508426034,53.5462261340001,149,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,104 AV/109 ST,24,8,2022,2022/08/24
-113.542374048,53.6137114840001,150,2022/08/24 12:00:00+00,Disorder,General Disorder,Trouble with Person,128 ST/151 AV,24,8,2022,2022/08/24
-113.451050407,53.60587579,151,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,144 AV/72 ST,24,8,2022,2022/08/24
-113.507661139,53.625401255,152,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,109 ST/164 AV,23,8,2022,2022/08/23
-113.46880916,53.5703901680001,153,2022/08/23 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,118 AV/83 ST,23,8,2022,2022/08/23
-113.555545689,53.6136406360001,154,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Over $5000,136 ST/136 ST,23,8,2022,2022/08/23
-113.399891434,53.6022498950001,155,2022/08/23 12:00:00+00,Disorder,General Disorder,Trouble with Person,139 AV/37 ST,23,8,2022,2022/08/23
-113.587268884,53.5589115450001,156,2022/08/23 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,154 ST/111 AV,23,8,2022,2022/08/23
-113.583364652,53.5526064520001,157,2022/08/23 12:00:00+00,Violent,Personal Violence,Assault,108 AV/152 ST,23,8,2022,2022/08/23
-113.585039116,53.541287132,158,2022/08/23 12:00:00+00,Disorder,General Disorder,Trouble with Person,153 ST/STONY PLAIN RD,23,8,2022,2022/08/23
-113.49929545,53.6427813660001,159,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,104 ST/180 AV,23,8,2022,2022/08/23
-113.48284944,53.4668024580001,160,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,101 ST/33 AV,23,8,2022,2022/08/23
-113.506310942,53.518090521,161,2022/08/23 12:00:00+00,Non-Violent,Property,Fraud - Financial,107 ST/82 AV,23,8,2022,2022/08/23
-113.406281116,53.58575749,162,2022/08/23 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,127 AV/HERMITAGE RD,23,8,2022,2022/08/23
-113.580308864,53.539267819,163,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,100 AV/100A AV,23,8,2022,2022/08/23
-113.550319557,53.543043863,164,2022/08/23 12:00:00+00,Disorder,General Disorder,Suspicious Person,102 AV/TWEEDSMUIR CR,23,8,2022,2022/08/23
-113.445319307,53.464222959,165,2022/08/23 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,33 AV/73 ST,23,8,2022,2022/08/23
-113.48608836,53.526365356,166,2022/08/23 12:00:00+00,Non-Violent,Property,Fraud - Financial,91 AV/99 ST,23,8,2022,2022/08/23
-113.49928016,53.5388483470001,167,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,100 AV/104 ST,23,8,2022,2022/08/23
-113.521335667,53.5590411760001,168,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,111 AV/116 ST,23,8,2022,2022/08/23
-113.523137204,53.546224308,169,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,104 AV/117 ST,23,8,2022,2022/08/23
-113.539894939,53.4814821420001,170,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,112A ST/ROYAL RD,23,8,2022,2022/08/23
-113.512047629,53.52098949,171,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,109 ST/85 AV,23,8,2022,2022/08/23
-113.490903875,53.5444548990001,172,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,100 ST/102A AV,23,8,2022,2022/08/23
-113.458325766,53.519025766,173,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,83 AV/85 ST,23,8,2022,2022/08/23
-113.528869616,53.550978634,174,2022/08/23 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,107 AV/120 ST,23,8,2022,2022/08/23
-113.69610786,53.5864580630001,175,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,HAWKS RIDGE BV/HAWKS RIDGE BV,23,8,2022,2022/08/23
-113.464858337,53.41666624,176,2022/08/23 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,85 ST SW/18 AV SW,23,8,2022,2022/08/23
-113.390631027,53.5718635810001,177,2022/08/23 12:00:00+00,Disorder,General Disorder,Trouble with Person,ABBOTTSFIELD TC/ABBOTTSFIELD TC,23,8,2022,2022/08/23
-113.4919108,53.5498966650001,178,2022/08/23 12:00:00+00,Drugs,Drug Violations,Drugs,100 ST/106 AV,23,8,2022,2022/08/23
-113.495677642,53.4215394140001,179,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,103A ST SW/103A ST SW,23,8,2022,2022/08/23
-113.495606184,53.5554423570001,180,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,102 ST/KINGSWAY ,23,8,2022,2022/08/23
